2	1	1
3	1	1
628	1	1
1084	1	1
1989	1	1
2314	1	1
2955	1	1
3100	1	1
3566	1	1
4211	1	1
5322	1	1
5411	1	1
6433	1	1
6481	1	1
7544	1	1
8655	1	1
9766	1	1
1	2	1
990	2	1
1101	2	1
1212	2	1
1323	2	1
1434	2	1
1448	2	1
1545	2	1
1656	2	1
1767	2	1
1878	2	1
1989	2	1
6863	2	1
10568	2	1
1	3	1
1279	3	1
1290	3	1
1301	3	1
1312	3	1
1324	3	1
1335	3	1
1346	3	1
1357	3	1
1368	3	1
2737	3	1
4323	3	1
8526	3	1
9423	3	1
2545	4	1
3818	4	1
7612	4	1
8978	4	1
1747	5	1
2823	5	1
179	6	1
180	6	1
3053	6	1
3061	6	1
3757	6	1
4809	6	1
5395	6	1
6668	6	1
9746	6	1
10545	6	1
10659	6	1
10659	7	1
10657	8	1
10657	9	1
481	10	1
10657	10	1
12	11	1
2554	11	1
3143	11	1
6394	11	1
6725	11	1
7752	11	1
8117	11	1
9281	11	1
9746	11	1
10570	11	1
11	12	1
211	12	1
14	13	1
15	13	1
1709	13	1
3032	13	1
4746	13	1
5150	13	1
6011	13	1
6902	13	1
7454	13	1
9561	13	1
13	14	1
181	14	1
183	14	1
184	14	1
185	14	1
2001	14	1
7242	14	1
7481	14	1
9944	14	1
10536	14	1
13	15	1
2823	16	1
3418	16	1
4460	16	1
5957	16	1
9257	16	1
9278	16	1
9454	16	1
10660	17	1
75	18	1
10660	18	1
10411	19	1
10660	19	1
235	20	1
10671	20	1
5445	21	1
6107	21	1
10683	22	1
187	23	1
10683	23	1
10684	24	1
9895	25	1
10692	25	1
1275	26	1
2115	26	1
3832	26	1
4425	26	1
4690	26	1
6047	26	1
8608	26	1
9563	26	1
10400	26	1
10411	26	1
10692	26	1
10792	26	1
2823	27	1
67	28	1
168	28	1
188	28	1
4066	28	1
4151	28	1
4765	28	1
5312	28	1
8590	28	1
9613	28	1
9860	28	1
10687	28	1
10755	28	1
189	29	1
190	29	1
3993	29	1
6482	29	1
8445	29	1
9043	29	1
9216	29	1
10329	29	1
10638	29	1
10649	29	1
10687	29	1
196	30	1
197	30	1
198	30	1
749	30	1
1040	30	1
1791	30	1
5372	30	1
5391	30	1
7745	30	1
8268	30	1
8842	30	1
8860	30	1
9406	30	1
10530	30	1
10694	30	1
376	31	1
10694	31	1
191	32	1
10694	32	1
192	33	1
194	33	1
195	33	1
2247	33	1
3860	33	1
4754	33	1
4971	33	1
9626	33	1
10677	33	1
10694	33	1
10871	33	1
139	34	1
1262	34	1
3732	34	1
4152	34	1
7141	34	1
8625	34	1
9431	34	1
10697	34	1
10697	35	1
10704	36	1
1260	37	1
6761	37	1
8026	37	1
10702	37	1
781	38	1
1023	38	1
1094	38	1
1787	38	1
2341	38	1
2823	38	1
2863	38	1
2864	38	1
2865	38	1
2866	38	1
3300	38	1
3568	38	1
3729	38	1
4637	38	1
5877	38	1
6067	38	1
7154	38	1
7230	38	1
9372	38	1
9937	38	1
9952	38	1
10802	38	1
129	39	1
181	39	1
199	39	1
200	39	1
2706	39	1
4540	39	1
4889	39	1
5718	39	1
8498	39	1
8615	39	1
9741	39	1
5301	40	1
5301	41	1
624	42	1
646	42	1
1099	42	1
1235	42	1
1466	42	1
2422	42	1
3186	42	1
5301	42	1
6794	42	1
8557	42	1
9400	42	1
5301	43	1
7754	44	1
10708	44	1
1564	45	1
2446	45	1
6722	45	1
8895	45	1
9462	45	1
10708	45	1
7145	46	1
10709	46	1
202	47	1
203	47	1
205	47	1
4181	47	1
4560	47	1
4767	47	1
5051	47	1
5060	47	1
10691	47	1
10700	47	1
10710	47	1
170	48	1
206	48	1
1989	48	1
2576	48	1
4433	48	1
4983	48	1
5954	48	1
8764	48	1
9241	48	1
10665	48	1
10710	48	1
10758	48	1
1819	49	1
1889	49	1
2823	49	1
4927	49	1
5033	49	1
6375	49	1
6532	49	1
3073	50	1
10719	50	1
207	51	1
208	51	1
789	51	1
2714	51	1
5495	51	1
7145	51	1
9725	51	1
10540	51	1
10640	51	1
10725	51	1
10726	51	1
10779	51	1
253	52	1
10724	52	1
159	53	1
209	53	1
210	53	1
211	53	1
212	53	1
1058	53	1
1121	53	1
1568	53	1
4424	53	1
4429	53	1
4480	53	1
5302	53	1
6588	53	1
7810	53	1
8028	53	1
8126	53	1
8130	53	1
8217	53	1
8220	53	1
9027	53	1
9583	53	1
9954	53	1
10363	53	1
10375	53	1
10466	53	1
10600	53	1
10724	53	1
9689	54	1
10724	54	1
213	55	1
781	55	1
1486	55	1
4146	55	1
4945	55	1
4979	55	1
6327	55	1
6889	55	1
7425	55	1
7810	55	1
10363	55	1
10727	55	1
10834	55	1
10727	56	1
214	57	1
216	57	1
217	57	1
644	57	1
1160	57	1
1363	57	1
2986	57	1
6309	57	1
10009	57	1
10517	57	1
10709	57	1
10728	57	1
10728	58	1
10728	59	1
1295	60	1
2496	60	1
2845	60	1
4982	60	1
6458	60	1
6817	60	1
6865	60	1
7578	60	1
9397	60	1
10467	60	1
10729	61	1
202	62	1
613	62	1
1450	62	1
1867	62	1
2396	62	1
3107	62	1
3601	62	1
4301	62	1
4886	62	1
9703	62	1
10678	62	1
10729	62	1
10729	63	1
10730	64	1
219	65	1
220	65	1
1465	65	1
3399	65	1
3448	65	1
4394	65	1
6076	65	1
7229	65	1
7481	65	1
8439	65	1
10074	65	1
10730	65	1
10834	65	1
2472	66	1
10730	66	1
28	67	1
10730	67	1
387	68	1
391	68	1
392	68	1
1834	68	1
7987	68	1
8203	68	1
9895	68	1
10730	68	1
10730	69	1
221	70	1
222	70	1
6467	70	1
8598	70	1
10723	70	1
1306	71	1
1496	71	1
1741	71	1
2845	71	1
3082	71	1
5689	71	1
7681	71	1
9385	71	1
9510	71	1
1848	72	1
2858	72	1
4054	72	1
4258	72	1
6575	72	1
7423	72	1
8500	72	1
8818	72	1
9262	72	1
10472	72	1
10723	72	1
10723	73	1
10739	74	1
18	75	1
223	75	1
224	75	1
225	75	1
3503	75	1
3662	75	1
5169	75	1
7235	75	1
7510	75	1
9103	75	1
9667	75	1
10746	75	1
10746	76	1
1734	77	1
2484	77	1
2529	77	1
3692	77	1
4267	77	1
5395	77	1
7271	77	1
9910	77	1
10332	77	1
10596	77	1
10746	77	1
231	78	1
232	78	1
233	78	1
1334	78	1
4178	78	1
4192	78	1
5326	78	1
5422	78	1
6498	78	1
8247	78	1
10551	78	1
10747	78	1
3811	79	1
10747	79	1
129	80	1
228	80	1
229	80	1
230	80	1
978	80	1
3322	80	1
6101	80	1
7082	80	1
7687	80	1
7860	80	1
10741	80	1
234	81	1
235	81	1
236	81	1
237	81	1
2256	81	1
2291	81	1
3357	81	1
4767	81	1
8687	81	1
10214	81	1
10741	81	1
1284	82	1
2845	82	1
239	83	1
240	83	1
241	83	1
242	83	1
243	83	1
244	83	1
245	83	1
246	83	1
247	83	1
248	83	1
10742	83	1
9086	84	1
10757	84	1
196	85	1
259	85	1
261	85	1
3876	85	1
4389	85	1
9878	85	1
10760	85	1
10796	85	1
254	86	1
255	86	1
256	86	1
257	86	1
258	86	1
368	86	1
1795	86	1
4177	86	1
6613	86	1
7659	86	1
7793	86	1
10760	86	1
294	87	1
295	87	1
296	87	1
3194	87	1
5273	87	1
5876	87	1
8153	87	1
10761	87	1
262	88	1
263	88	1
264	88	1
1385	88	1
1812	88	1
3700	88	1
3749	88	1
4128	88	1
4419	88	1
7484	88	1
10761	88	1
10761	89	1
10761	90	1
265	91	1
978	91	1
990	91	1
1631	91	1
1642	91	1
6164	91	1
7293	91	1
8269	91	1
9804	91	1
10236	91	1
10761	91	1
162	92	1
2151	92	1
2695	92	1
10126	92	1
10759	92	1
10834	92	1
624	93	1
1162	93	1
2013	93	1
2572	93	1
2845	93	1
2868	93	1
2869	93	1
2870	93	1
2970	93	1
3205	93	1
3890	93	1
3923	93	1
5457	93	1
6797	93	1
9145	93	1
10145	93	1
10389	93	1
96	94	1
8526	94	1
10762	94	1
165	95	1
210	95	1
1155	95	1
1620	95	1
4275	95	1
5324	95	1
6443	95	1
6989	95	1
8113	95	1
9127	95	1
9560	95	1
10289	95	1
10762	95	1
94	96	1
157	96	1
4100	96	1
5957	96	1
6464	96	1
6696	96	1
8470	96	1
8597	96	1
9521	96	1
10042	96	1
10145	96	1
10762	96	1
266	97	1
267	97	1
268	97	1
269	97	1
270	97	1
272	97	1
4903	97	1
7109	97	1
8039	97	1
9271	97	1
10764	97	1
10764	98	1
10849	98	1
273	99	1
1528	99	1
1738	99	1
3244	99	1
3605	99	1
4335	99	1
6257	99	1
6267	99	1
7179	99	1
7419	99	1
10764	99	1
10773	100	1
10773	101	1
10773	102	1
10773	103	1
1433	104	1
1943	104	1
2845	104	1
2991	104	1
136	105	1
747	105	1
755	105	1
10775	105	1
10775	106	1
10775	107	1
10776	108	1
10776	109	1
10777	110	1
5062	111	1
10774	111	1
10779	112	1
10779	113	1
10779	114	1
1312	115	1
2545	115	1
3246	115	1
3257	115	1
3268	115	1
3279	115	1
3290	115	1
3301	115	1
3312	115	1
7629	115	1
8021	115	1
9020	115	1
9359	115	1
2845	116	1
4284	116	1
10779	117	1
10781	118	1
10781	119	1
279	120	1
293	120	1
